rank,content_id,model_high_priority_score,predicted_priority,suggested_action,reason_codes
3642,content_31ecff0e6412,0.291340950757045,Low,monitor_and_verify,['model_signal_requires_review']
3643,content_7ccd303329e2,0.29110841203324656,Medium,monitor_and_verify,['model_signal_requires_review']
3644,content_eb1633fa9519,0.2910815596520285,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3645,content_adb019dcde61,0.29102925239535565,Medium,monitor_and_verify,['model_signal_requires_review']
3646,content_43a70ba6b218,0.2909984841202743,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3647,content_2a649680041f,0.29088284073441145,Medium,monitor_and_verify,['model_signal_requires_review']
3648,content_8f1771536bb6,0.29087198314436125,Low,monitor_and_verify,['model_signal_requires_review']
3649,content_9f9167bde500,0.29087080851898356,Low,monitor_and_verify,['model_signal_requires_review']
3650,content_2ee8ae59b9c6,0.2908699546325526,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3651,content_361736a1eea9,0.29062441831868435,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3652,content_e4d33e5e54a6,0.29048235598268835,Medium,monitor_and_verify,['model_signal_requires_review']
3653,content_d9fd8bb80909,0.29046741197808157,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3654,content_8746651a8d7c,0.2903418909890034,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3655,content_2d517e68e168,0.29020735818152554,Low,monitor_and_verify,['model_signal_requires_review']
3656,content_0d497212b54b,0.29014154025261557,Medium,monitor_and_verify,['model_signal_requires_review']
3657,content_e420ff479117,0.2900961335263169,Medium,monitor_and_verify,['model_signal_requires_review']
3658,content_755581bf4f86,0.29007455079352557,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3659,content_777f6b11a8eb,0.29004687451424427,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3660,content_0f9305fb9daa,0.2899985391537208,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3661,content_83e97bdb0ea2,0.2899872033783323,Low,monitor_and_verify,['model_signal_requires_review']
3662,content_deabeb979acb,0.28990097029543105,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3663,content_cbd542e4e064,0.28976920709817494,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3664,content_485a5eb0adf0,0.28973845147765387,Medium,monitor_and_verify,['model_signal_requires_review']
3665,content_e5a8021fc0d9,0.28973434510669527,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3666,content_0ae4960b2e20,0.28960422591101725,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3667,content_40dceebf439d,0.2895631858517051,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3668,content_ed5667b58b1a,0.2894746540546588,Medium,monitor_and_verify,['model_signal_requires_review']
3669,content_019209346a55,0.2893711218463007,Low,monitor_and_verify,['model_signal_requires_review']
3670,content_faede57cfab7,0.2893706649415343,Low,monitor_and_verify,['model_signal_requires_review']
3671,content_fb4884e34467,0.28921996892729573,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3672,content_1c189411f713,0.28897665870882,Medium,monitor_and_verify,['model_signal_requires_review']
3673,content_4f6a7e2f3eec,0.288835971485679,Low,monitor_and_verify,['model_signal_requires_review']
3674,content_6ef3dcb7be11,0.2887119417166569,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3675,content_1ff006fc1ff9,0.2885354924911324,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3676,content_335f13ccec68,0.28847120957436917,Low,monitor_and_verify,['model_signal_requires_review']
3677,content_d337d54366ae,0.2882019620548568,Low,monitor_and_verify,['model_signal_requires_review']
3678,content_8c482a64a3df,0.2881347996386134,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3679,content_b79633beb5ba,0.28812406782514416,Medium,monitor_and_verify,['model_signal_requires_review']
3680,content_9efd1fabf7d5,0.28806976640892024,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3681,content_1fd60831ce3e,0.2880125924962208,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3682,content_a4188e703dee,0.28791727177343496,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3683,content_06569aa7501b,0.2877767746124455,Low,monitor_and_verify,['model_signal_requires_review']
3684,content_69e05c36b3c7,0.287710834983242,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3685,content_413796c28a95,0.2875176725726026,Medium,monitor_and_verify,['model_signal_requires_review']
3686,content_66e131a41173,0.28748523667814574,Low,monitor_and_verify,['model_signal_requires_review']
3687,content_f69861481e07,0.2873065167951322,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3688,content_74b2102682b9,0.28728554476281093,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3689,content_e31bcb95fda5,0.2872453109144099,Low,monitor_and_verify,['model_signal_requires_review']
3690,content_0e7efaeb2c67,0.2871872483543389,Low,monitor_and_verify,['model_signal_requires_review']
3691,content_eacbef5e9c0a,0.2871484237182104,Medium,monitor_and_verify,['model_signal_requires_review']
3692,content_9d4244b01f77,0.2871131026603572,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3693,content_fb937217a0d0,0.287045496179865,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3694,content_b76d7a9a5151,0.2870113754304177,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3695,content_cc6c749bcdf2,0.2869887832718261,Low,monitor_and_verify,['model_signal_requires_review']
3696,content_878993918fc2,0.28692949297506914,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3697,content_6d69230ca905,0.2869260194678961,Medium,monitor_and_verify,['model_signal_requires_review']
3698,content_bb53ef182899,0.28689118046859036,Medium,monitor_and_verify,['model_signal_requires_review']
3699,content_5fd9b6333fae,0.2868171283734183,Medium,monitor_and_verify,['model_signal_requires_review']
3700,content_7b4261f5afa3,0.2867154200694261,Medium,monitor_and_verify,['model_signal_requires_review']
3701,content_363341185eb0,0.28671478807401946,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3702,content_3b11268af36e,0.286674526489354,Low,monitor_and_verify,['model_signal_requires_review']
3703,content_3f7dbbd55f0c,0.2862285504198636,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3704,content_a138ab3bd14d,0.28616017469424826,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3705,content_8eb7e7713256,0.28613281336895696,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3706,content_f57b0c6391fb,0.28606627016604225,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3707,content_a90a92380af2,0.2860384969611293,Low,monitor_and_verify,['model_signal_requires_review']
3708,content_8b088301586d,0.28592032190744693,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3709,content_bc009cb0995a,0.2858632130124957,Medium,monitor_and_verify,['model_signal_requires_review']
3710,content_0f4f808958c4,0.2858361193903547,Medium,monitor_and_verify,['model_signal_requires_review']
3711,content_9f8414c1ede7,0.2857526643148549,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3712,content_039a9883f6ec,0.28571345005563414,Medium,monitor_and_verify,['model_signal_requires_review']
3713,content_eac9815a500f,0.2855976690058999,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3714,content_5cadc087c21a,0.285530239156311,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3715,content_12772dadb083,0.2855142500169733,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3716,content_5edd8f8493ed,0.28548927214961806,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3717,content_a398152fa8e5,0.2854420040164429,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3718,content_384c96b54551,0.2853399796571292,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3719,content_d5c4f67a138c,0.28533370436247324,Medium,monitor_and_verify,['model_signal_requires_review']
3720,content_aeb5d182368b,0.2852968452101792,Low,monitor_and_verify,['model_signal_requires_review']
3721,content_2a99104da82a,0.28513892520034434,Low,monitor_and_verify,['model_signal_requires_review']
3722,content_6de8c512827f,0.284922746209494,Medium,monitor_and_verify,['model_signal_requires_review']
3723,content_b45048bf83d0,0.28491671224335885,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3724,content_2e18e12a751b,0.2849027421052349,Medium,monitor_and_verify,['model_signal_requires_review']
3725,content_e6ac4ef9f617,0.28490080679125174,Medium,monitor_and_verify,['model_signal_requires_review']
3726,content_09b9a4d97410,0.28487705099318766,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3727,content_60cafa032724,0.2848052402214361,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3728,content_73ea2e79f832,0.28477666039006566,Low,monitor_and_verify,['model_signal_requires_review']
3729,content_2eab8676deaf,0.2847656002237537,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3730,content_39e99864636d,0.2846978377422339,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3731,content_11bc0410d988,0.28468588148603036,Medium,monitor_and_verify,['model_signal_requires_review']
3732,content_fdab4c5e61d2,0.2846643204536359,Medium,monitor_and_verify,['model_signal_requires_review']
3733,content_bcf1b6a7a986,0.2846018892019978,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3734,content_3ed23197a086,0.28459343390936404,Low,monitor_and_verify,['model_signal_requires_review']
3735,content_4de8c62603bf,0.2845229955362937,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3736,content_ab63f35e0525,0.2845229955362937,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3737,content_7d147b1c4115,0.28446595068221736,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3738,content_6ef6a4c45ebe,0.28442489906310325,Medium,monitor_and_verify,['model_signal_requires_review']
3739,content_3283dafb666d,0.28442251171944116,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3740,content_ea65024247a2,0.2844056943572386,Medium,monitor_and_verify,['model_signal_requires_review']
3741,content_fa6cee5c6d39,0.2844028753856319,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3742,content_2fbf317387d5,0.28434326357897155,Medium,monitor_and_verify,['model_signal_requires_review']
3743,content_da45945bccb8,0.2842965883284258,Low,monitor_and_verify,['model_signal_requires_review']
3744,content_07915fe7c4d1,0.28424543200065044,Medium,monitor_and_verify,['model_signal_requires_review']
3745,content_8f10833e3ef2,0.2842217421415361,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3746,content_5fa0d2041379,0.2841305337402472,Low,monitor_and_verify,['model_signal_requires_review']
3747,content_8fb3cacf624f,0.2839786996430858,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3748,content_dde90787c795,0.28393664764465343,Medium,monitor_and_verify,['model_signal_requires_review']
3749,content_942399f999b7,0.28386296937254474,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3750,content_081c68229e69,0.2838437640541323,Medium,monitor_and_verify,['model_signal_requires_review']
3751,content_69dfd503ee88,0.2837991771672251,Medium,monitor_and_verify,['model_signal_requires_review']
3752,content_c9189c302ff1,0.28371939960635684,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3753,content_f71a6b4573d3,0.2837119816643528,Low,monitor_and_verify,['model_signal_requires_review']
3754,content_ac3d60f67cb8,0.2836950030553688,Low,monitor_and_verify,['model_signal_requires_review']
3755,content_bf54f1b66e17,0.2836643135228341,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3756,content_5d5653c4eb4f,0.2835867242480479,Low,monitor_and_verify,['model_signal_requires_review']
3757,content_bf9940e614a3,0.28356192303348843,Low,monitor_and_verify,['model_signal_requires_review']
3758,content_e084d7507dab,0.2835065641126718,Low,monitor_and_verify,['model_signal_requires_review']
3759,content_2e0b3dc70916,0.283463984130542,Medium,monitor_and_verify,['model_signal_requires_review']
3760,content_fe6d650abc0d,0.28345110010535235,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3761,content_ffa457ea510f,0.28341656930594167,Medium,monitor_and_verify,['model_signal_requires_review']
3762,content_3d8dbd98077e,0.28326523865266834,Low,monitor_and_verify,['model_signal_requires_review']
3763,content_ee28deeee58f,0.2831305665852782,Medium,monitor_and_verify,['model_signal_requires_review']
3764,content_7bad04a02737,0.28312492234112685,Low,monitor_and_verify,['model_signal_requires_review']
3765,content_614f5408eab2,0.2830747666460144,Low,monitor_and_verify,['model_signal_requires_review']
3766,content_e25f201f9014,0.28306332641858906,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3767,content_7ac35f30c3aa,0.2827784645963412,Low,monitor_and_verify,['model_signal_requires_review']
3768,content_3e46637d13e0,0.2827493830548166,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3769,content_179cf283f9f5,0.2826585789841553,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3770,content_df8e9474900c,0.28264357816018565,Medium,monitor_and_verify,['model_signal_requires_review']
3771,content_83100747c9cb,0.2826333454441786,Low,monitor_and_verify,['model_signal_requires_review']
3772,content_cb317a98d402,0.2825965574245254,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3773,content_5d5a8a61e23b,0.28258839795827084,Medium,monitor_and_verify,['model_signal_requires_review']
3774,content_d2ee474d8489,0.28254888274798257,Low,monitor_and_verify,['model_signal_requires_review']
3775,content_abea74cf6a51,0.28254368335873215,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3776,content_5b7fb45e8435,0.28254218216818733,Medium,monitor_and_verify,['model_signal_requires_review']
3777,content_cd145ae2eb8c,0.28250892715649056,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3778,content_c2bebd7cefa3,0.2824665644424315,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3779,content_46d4b8ad705c,0.282378039289033,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3780,content_6334610e2b03,0.28237175060940195,Low,monitor_and_verify,['model_signal_requires_review']
3781,content_0f13b329aacb,0.2823687283193648,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3782,content_825a9788af8d,0.28232804491854574,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3783,content_3921a7d7066d,0.28228288222942854,Medium,monitor_and_verify,['model_signal_requires_review']
3784,content_452b4dcb2c2a,0.28206527118142233,Low,monitor_and_verify,['model_signal_requires_review']
3785,content_e83d674179f4,0.28197060007680336,Medium,monitor_and_verify,['model_signal_requires_review']
3786,content_1ce4fc771953,0.2819512999454994,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3787,content_a1b22f60cfdd,0.2817124674903692,Low,monitor_and_verify,['model_signal_requires_review']
3788,content_18ec38232eba,0.28159493539190583,Medium,monitor_and_verify,['model_signal_requires_review']
3789,content_ac2e5217e4f1,0.2815878477723542,Low,monitor_and_verify,['model_signal_requires_review']
3790,content_8c4071232533,0.28155240532034886,Medium,monitor_and_verify,['model_signal_requires_review']
3791,content_bc9233c49b68,0.2814602094746057,Medium,monitor_and_verify,['model_signal_requires_review']
3792,content_abb29e3b1f19,0.28144842591827834,Low,monitor_and_verify,['model_signal_requires_review']
3793,content_808ba8c29edb,0.2812911645523315,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3794,content_3a66c4cb0b7c,0.28127391769976,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3795,content_7ca01a22d3f9,0.281271905500664,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3796,content_82147211de4c,0.28125615507134955,Medium,monitor_and_verify,['model_signal_requires_review']
3797,content_196499f19764,0.28119094724239524,Medium,monitor_and_verify,['model_signal_requires_review']
3798,content_5d8a509aff52,0.28109366941704794,Medium,monitor_and_verify,['model_signal_requires_review']
3799,content_a2de21b4327d,0.2810732321669708,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3800,content_ed46f81f54d1,0.28102081546753044,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3801,content_b9f24b9a4aba,0.2809567587200926,Medium,monitor_and_verify,['model_signal_requires_review']
3802,content_d3911d52eb83,0.2809260108939371,Medium,monitor_and_verify,['model_signal_requires_review']
3803,content_0ac51e0dae75,0.280897338119943,Medium,monitor_and_verify,['model_signal_requires_review']
3804,content_db4f5dd49b48,0.28062805655811546,Low,monitor_and_verify,['model_signal_requires_review']
3805,content_90facfd9585c,0.28051560481721316,Low,monitor_and_verify,['model_signal_requires_review']
3806,content_da45ecf1bf77,0.28050785976388054,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3807,content_7d608decaea5,0.2803909490708152,Low,monitor_and_verify,['model_signal_requires_review']
3808,content_2851eb1b0839,0.2803820254715433,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3809,content_3d49ab508c58,0.28035291044194227,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3810,content_aa1b658b630d,0.28034550557866306,Medium,monitor_and_verify,['model_signal_requires_review']
3811,content_377ac4e989ab,0.2803412836295905,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3812,content_426c066da61c,0.2802456638050182,Low,monitor_and_verify,['model_signal_requires_review']
3813,content_e4d8e2c97976,0.28022319383785044,Medium,monitor_and_verify,['model_signal_requires_review']
3814,content_845548b95290,0.2801649016946571,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3815,content_baffc5401eda,0.28015049844000706,Medium,monitor_and_verify,['model_signal_requires_review']
3816,content_2b1e7392a914,0.28014882131367425,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3817,content_37428ab36250,0.28012214982128464,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3818,content_dcd0ea5b0fea,0.28009409519497863,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3819,content_8d3971bfd976,0.2800283340793236,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3820,content_e38fa75ec230,0.27999426626846746,Medium,monitor_and_verify,['model_signal_requires_review']
3821,content_d82e950a6d46,0.2799523533520606,Low,monitor_and_verify,['model_signal_requires_review']
3822,content_0692208777c2,0.27990782196235636,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3823,content_90f84ecc4cca,0.27990530685242826,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3824,content_dceedb71df1d,0.27983468721999083,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3825,content_bba155c5f227,0.2797782907260506,Medium,monitor_and_verify,['model_signal_requires_review']
3826,content_ee7f28fec27a,0.2797782907260506,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3827,content_bd42ced1f902,0.27961672781353486,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3828,content_9f9191609d84,0.27948110061594067,Low,monitor_and_verify,['model_signal_requires_review']
3829,content_8d0c7eec258a,0.27942905858231126,Low,monitor_and_verify,['model_signal_requires_review']
3830,content_7750e901635d,0.2791499962611899,Medium,monitor_and_verify,['model_signal_requires_review']
3831,content_c88df307576d,0.27913470109599736,Medium,monitor_and_verify,['model_signal_requires_review']
3832,content_95d3a6437b56,0.27912851177466996,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3833,content_cd03fd02ad0f,0.27912497055658153,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3834,content_9e6c26757e7b,0.27911238476251443,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3835,content_72dbc1d0c990,0.27905585847999054,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3836,content_d8fa2f16a127,0.2790487328955188,Low,monitor_and_verify,['model_signal_requires_review']
3837,content_576a0f27a454,0.2789764658678967,Medium,monitor_and_verify,['model_signal_requires_review']
3838,content_08eb507fdfc2,0.2789747817806125,Medium,monitor_and_verify,['model_signal_requires_review']
3839,content_896a19677baf,0.2789550847382454,Medium,monitor_and_verify,['model_signal_requires_review']
3840,content_d831e97bab46,0.2789541812457219,Medium,monitor_and_verify,['model_signal_requires_review']
3841,content_7c92e86bf407,0.27887056026821017,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3842,content_3e8b99272731,0.2787524939029063,Low,monitor_and_verify,['model_signal_requires_review']
3843,content_5eda48e9e42e,0.2786250206495055,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3844,content_03b2146a6662,0.2785796666239243,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3845,content_6aab4f66d067,0.27857903710188386,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3846,content_9748c5853fe6,0.2785487423259613,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3847,content_da5d26410ae1,0.2785254822516246,Medium,monitor_and_verify,['model_signal_requires_review']
3848,content_0371fc7cdb0a,0.27847324146571173,Medium,monitor_and_verify,['model_signal_requires_review']
3849,content_556f0ae1769f,0.27844983132580614,Medium,monitor_and_verify,['model_signal_requires_review']
3850,content_edd947dc0774,0.2784339693580939,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3851,content_172a70b37b72,0.27837554971092354,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3852,content_6a25547cf30b,0.2783716701727802,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3853,content_82837d50572c,0.27824497924737346,Medium,monitor_and_verify,['model_signal_requires_review']
3854,content_cc0fbd76e442,0.27818314660640125,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3855,content_827b209fa167,0.2781381942165427,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3856,content_3e8ab67ce1b6,0.2781012800850216,Medium,monitor_and_verify,['model_signal_requires_review']
3857,content_6b296ae2c02f,0.27805427065932053,Medium,monitor_and_verify,['model_signal_requires_review']
3858,content_9ca7b8be5901,0.2779907881008647,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3859,content_a080bd4f0f51,0.277975351174215,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3860,content_f8b957de1e87,0.2779664051714858,Low,monitor_and_verify,['model_signal_requires_review']
3861,content_2f002563e9cd,0.27793645919396776,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3862,content_8454508fb369,0.2779200681715363,Low,monitor_and_verify,['model_signal_requires_review']
3863,content_204ed30f3639,0.2777843809586826,Low,monitor_and_verify,['model_signal_requires_review']
3864,content_5c8d86efbed3,0.27777507258625483,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3865,content_09c517a3b56d,0.2777664431837214,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3866,content_cb5611d87825,0.2777663876281144,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3867,content_d81c15506dff,0.27771892321289227,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3868,content_e06891410fdf,0.2776983515953552,Low,monitor_and_verify,['model_signal_requires_review']
3869,content_dbaf899fbd96,0.2776468511626157,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3870,content_24ddfbbb780c,0.27762924541152884,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3871,content_74bb05d20f93,0.2775664585626072,Low,monitor_and_verify,['model_signal_requires_review']
3872,content_880c2fc00805,0.2775026802036369,Low,monitor_and_verify,['model_signal_requires_review']
3873,content_cdc670392ad0,0.27749823733436885,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3874,content_ed6d0c40cf19,0.27741700318603324,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3875,content_33da44cb09c9,0.27738119385953053,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3876,content_1fd355fd66fa,0.2773359630568795,Low,monitor_and_verify,['model_signal_requires_review']
3877,content_a60a1d127749,0.27732129495282726,Medium,monitor_and_verify,['model_signal_requires_review']
3878,content_562545a23ace,0.2772867943118936,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3879,content_c55f5b73d663,0.27723928434493755,Medium,monitor_and_verify,['model_signal_requires_review']
3880,content_c2fd16a452da,0.27721288787546133,Medium,monitor_and_verify,['model_signal_requires_review']
3881,content_80be70a84a56,0.2772036200106154,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3882,content_fb87e6cf60af,0.2771356021427762,Medium,monitor_and_verify,['model_signal_requires_review']
3883,content_620e9c1f98e4,0.2771004061657141,Low,monitor_and_verify,['model_signal_requires_review']
3884,content_a145d3a84a67,0.2770110276518524,Low,monitor_and_verify,['model_signal_requires_review']
3885,content_20073d619610,0.2769329169220298,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3886,content_45797cfda857,0.27688708708911575,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3887,content_0c44f8669d62,0.27683186331139586,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3888,content_5b2b722628c2,0.27661168114365237,Low,monitor_and_verify,['model_signal_requires_review']
3889,content_01c129ed7519,0.27659607667992236,Medium,monitor_and_verify,['model_signal_requires_review']
3890,content_16a73fa3a0e3,0.27654186445894885,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3891,content_313cd30d5631,0.2765120692046369,Low,monitor_and_verify,['model_signal_requires_review']
3892,content_eac627facfe5,0.2764161402924835,Low,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3893,content_9ecd60ff3bca,0.27637189487195996,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3894,content_5c8315e9eb01,0.276356175512039,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3895,content_c6ee1892f44b,0.2763401932456606,Low,monitor_and_verify,['model_signal_requires_review']
3896,content_ef5839d610a3,0.2763368068136985,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3897,content_fc1213c8f132,0.276315188983148,Low,monitor_and_verify,['model_signal_requires_review']
3898,content_c9666ca71957,0.2762441810942062,Medium,monitor_and_verify,['model_signal_requires_review']
3899,content_7e5ae8620fc5,0.27616659594647,Medium,monitor_and_verify,['model_signal_requires_review']
3900,content_77ac7d024218,0.2761530134111762,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3901,content_d9a643e38a0f,0.2761377266353584,Medium,monitor_and_verify,['model_signal_requires_review']
3902,content_2f302204c451,0.2760792602869472,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3903,content_2e9e0028cfa7,0.2760332518424486,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
3904,content_dbaef7ab8871,0.27590777448189796,Low,monitor_and_verify,['model_signal_requires_review']
3905,content_99fb3a5b96a6,0.2758961668970178,Medium,monitor_and_verify,"['observed_declining_trend', 'large_observed_decline']"
