rank,content_id,model_high_priority_score,predicted_priority,suggested_action,reason_codes
1639,content_34f7369c0fe6,0.48213507669569944,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1640,content_4221cd0e0176,0.4820880419180938,High,refresh_review,['model_high_priority']
1641,content_97ac3ef99651,0.48207725585434075,High,refresh_review,['model_high_priority']
1642,content_080edd3dfdf9,0.4820726568650619,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1643,content_0b0e3eb23ba7,0.4820630311888731,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1644,content_43d0fe93a4a3,0.48201593532307657,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1645,content_d00de9241a00,0.4820085802076403,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1646,content_3d2aceccb708,0.4818488947284637,High,refresh_review,['model_high_priority']
1647,content_871212880c20,0.4818390170727405,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1648,content_a698e76903a3,0.48160811854268815,High,refresh_review,['model_high_priority']
1649,content_68c60a712a93,0.4814773660052353,High,refresh_review,['model_high_priority']
1650,content_45250b3944bc,0.4814233057892083,High,refresh_review,['model_high_priority']
1651,content_7c0142ac3194,0.48129547772756004,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1652,content_33715a7a40dd,0.48127327936576375,High,refresh_review,['model_high_priority']
1653,content_85b8d9480084,0.48127251757045886,High,refresh_review,['model_high_priority']
1654,content_6b725466b374,0.48118637463351027,High,refresh_review,['model_high_priority']
1655,content_cd5b1dd872c6,0.48117698966472017,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1656,content_f41eae0e83eb,0.4811433615667325,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1657,content_09f7b75a09a5,0.48110598066079396,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1658,content_a1c230882d7a,0.48105334561179386,High,refresh_review,['model_high_priority']
1659,content_c4e5f95e129e,0.48101354160107995,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1660,content_fdde7746e070,0.481009821590883,High,refresh_review,['model_high_priority']
1661,content_57807d56e39d,0.48096523053550233,High,refresh_review,['model_high_priority']
1662,content_8107a77b97f7,0.4809465859309245,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1663,content_43a9ee4391e5,0.4809043985257958,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1664,content_79ea779b5fcc,0.4806162706200313,High,refresh_review,['model_high_priority']
1665,content_4d6c160998d8,0.4804288092036701,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1666,content_4998a1c76243,0.4802501466901911,High,refresh_review,['model_high_priority']
1667,content_1044412fa6de,0.4800729468696853,High,refresh_review,['model_high_priority']
1668,content_d274ac4158ef,0.4800460514156044,High,refresh_review,['model_high_priority']
1669,content_349a310f6db7,0.4800415445074595,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1670,content_efbb569e748d,0.4800046176131509,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1671,content_afa45e360781,0.47998888122637606,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1672,content_d001e0b9733e,0.479968300573751,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1673,content_65e4c2bf0531,0.479965494960049,High,refresh_review,['model_high_priority']
1674,content_837ee719f74b,0.4799338123686695,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1675,content_0d748c484ab1,0.47987925231315254,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1676,content_1054588132f7,0.4798765742373059,High,refresh_review,['model_high_priority']
1677,content_fd93be360517,0.479788479382177,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1678,content_76058040d76a,0.47974249615889636,High,refresh_review,['model_high_priority']
1679,content_4e6d453b3583,0.4797340288787572,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1680,content_916773a56f03,0.47965525161782274,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1681,content_93ebdcd73dd9,0.4796481577512583,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1682,content_1cbf234b0599,0.479518445287209,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1683,content_4f8c16bcf0cd,0.4794264245820628,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1684,content_94aa12419622,0.47941767296442267,High,refresh_review,['model_high_priority']
1685,content_16fbae3f28dd,0.47936717238408166,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1686,content_a9a4194566d0,0.4792822000137401,High,refresh_review,['model_high_priority']
1687,content_0a429dd0c126,0.47926204486780205,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1688,content_c9fc2aac0673,0.47925594657396403,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1689,content_3a4141cd3e0f,0.4792494591969318,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1690,content_48646ae101fe,0.4792004788539319,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1691,content_59d8f372c6f6,0.47917297063685227,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1692,content_b5c4feda7c40,0.47903591556919667,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1693,content_4d4aec31d213,0.4790354379478238,High,refresh_review,['model_high_priority']
1694,content_e91e792ca8b0,0.4789328460286756,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1695,content_8a1c4eac8445,0.47886791119936123,High,refresh_review,['model_high_priority']
1696,content_1b27d2642fda,0.4788389088205439,High,refresh_review,['model_high_priority']
1697,content_2b7bc8755e21,0.47883442580448615,High,refresh_review,['model_high_priority']
1698,content_ab6b07a70c51,0.47880640417624365,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1699,content_f13ff1dd6aa4,0.478795826554983,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1700,content_4dd642996c10,0.47871541878748153,High,refresh_review,['model_high_priority']
1701,content_66a9e17988f9,0.4786772583417927,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1702,content_2ff48634c590,0.47865652583268486,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1703,content_c96be0d60f4d,0.4786352689318675,High,refresh_review,['model_high_priority']
1704,content_451ec9fc7e27,0.4786049022761226,High,refresh_review,['model_high_priority']
1705,content_769c5991e2f6,0.4785536862487845,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1706,content_c26f81d804cc,0.47849998133099186,High,refresh_review,['model_high_priority']
1707,content_ab5e9e3a0a8f,0.4784242942031734,High,refresh_review,['model_high_priority']
1708,content_b3e1de4781f5,0.47841318059620874,High,refresh_review,['model_high_priority']
1709,content_c9718c5004f1,0.4783944355138001,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1710,content_67565df5500c,0.4779246285113648,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1711,content_8bd4d2afaee3,0.4778049235634727,High,refresh_review,['model_high_priority']
1712,content_b51992d6cbc2,0.47777061519850084,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1713,content_56549ff59b51,0.47768298739112824,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1714,content_4ab1528abdbd,0.47765803354873865,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1715,content_6e169e224b2e,0.4776541660590673,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1716,content_12f4c646de31,0.4776403011390744,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1717,content_ee6818d43583,0.4776335198231884,High,refresh_review,['model_high_priority']
1718,content_bd56e6b4d707,0.4776332486644939,High,refresh_review,['model_high_priority']
1719,content_1a94ef5145c2,0.47760744609150085,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1720,content_dabc9953dae7,0.47756480928226436,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1721,content_59eaebe35b9c,0.477520876731338,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1722,content_4c186d55fb14,0.4775200883055715,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1723,content_dfb4af26b57b,0.4774421346758891,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1724,content_d92fe3883103,0.47733711139066487,High,refresh_review,['model_high_priority']
1725,content_62e37736c612,0.47717267308378514,High,refresh_review,['model_high_priority']
1726,content_d225ec9f3d46,0.47714425156142576,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1727,content_28dc7ce0cfbb,0.477138503810691,High,refresh_review,['model_high_priority']
1728,content_647f7e8b6a61,0.47705930711298083,High,refresh_review,['model_high_priority']
1729,content_a4f8849b6605,0.4770339247438697,High,refresh_review,['model_high_priority']
1730,content_453722754fea,0.47700399303909014,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1731,content_809b50c43cad,0.4769230592079225,High,refresh_review,['model_high_priority']
1732,content_86e1ddabc10a,0.47689350907716876,High,refresh_review,['model_high_priority']
1733,content_3cdb898f8e47,0.47679782021463346,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1734,content_8ede62882d0b,0.4767939138818838,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1735,content_bdeb3f3d22b5,0.47675393473697747,High,refresh_review,['model_high_priority']
1736,content_0d78cba0b985,0.4767501175799873,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1737,content_ea717c5db1ba,0.4766999016645564,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1738,content_049ed55f04f1,0.4766259787347289,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1739,content_2af097f4fae4,0.4765544322500717,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1740,content_2a04fe3892bc,0.47651806771455785,High,refresh_review,['model_high_priority']
1741,content_41b9387cdf24,0.4764185756233161,High,refresh_review,['model_high_priority']
1742,content_d7038fa9919c,0.4764170427157656,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1743,content_500d7264d930,0.47640065257417263,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1744,content_dbc9c60adb87,0.4763773826653095,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1745,content_d389b3cd65c2,0.47633109456045647,High,refresh_review,['model_high_priority']
1746,content_0c8cb6bad4a7,0.4762623634661937,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1747,content_2c3fb52e5e58,0.4762496897721804,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1748,content_d3b39602b416,0.4762227935521353,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1749,content_712f068958da,0.47619226009688487,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1750,content_6d0fa302a283,0.4760589476220079,High,refresh_review,['model_high_priority']
1751,content_f4c08de09860,0.47604965893751655,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1752,content_e724dc58db30,0.47604663357950067,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1753,content_9740b2c319a7,0.47604523322945047,High,refresh_review,['model_high_priority']
1754,content_98c2d37fbc35,0.47603815794785365,High,refresh_review,['model_high_priority']
1755,content_f61eed3c939b,0.4758365508744533,High,refresh_review,['model_high_priority']
1756,content_ce388e027e1f,0.4757192695077255,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1757,content_c1c66337d0ba,0.4757101156140403,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1758,content_fcde068b12d7,0.475604124623436,High,refresh_review,['model_high_priority']
1759,content_03ed3e554fc4,0.47560097038310517,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1760,content_ab4f555bd77b,0.4755706168792803,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1761,content_3ac4ee4605dc,0.4754420290166066,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1762,content_306914716904,0.47539076347660864,High,refresh_review,['model_high_priority']
1763,content_663485f2517d,0.47537646007573925,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1764,content_2d52b9444c90,0.47532271288758904,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1765,content_d012390a3973,0.47526969379387435,High,refresh_review,['model_high_priority']
1766,content_30b6db592819,0.475198235387878,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1767,content_03da7338b27f,0.4751821492494263,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1768,content_6fa19b4611d7,0.47515198166679457,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1769,content_afa114dc512c,0.47506146628237217,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1770,content_a08589de571d,0.47505796329535493,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1771,content_e76451da9b59,0.47484417603215356,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1772,content_0bcdcaf990cd,0.4747989996353725,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1773,content_1da5699a918e,0.47476356670682035,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1774,content_de050828e96a,0.47471764665822547,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1775,content_c4d96fe72d8f,0.47470282950450987,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1776,content_a5ee91129637,0.4746074355572557,High,refresh_review,['model_high_priority']
1777,content_17e6df28a5d5,0.47454200606733876,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1778,content_15e0e6081fe9,0.4744146484269437,High,refresh_review,['model_high_priority']
1779,content_87fa79bb8ec0,0.47433406058898714,High,refresh_review,['model_high_priority']
1780,content_a50e3e16761d,0.4743083006371243,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1781,content_25f7bcf2a206,0.47427809040669683,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1782,content_1a0678c7d3e6,0.47414869406047205,High,refresh_review,['model_high_priority']
1783,content_864a2769ac81,0.47411356999673576,High,refresh_review,['model_high_priority']
1784,content_7a6746b30eee,0.47410697137625346,High,refresh_review,['model_high_priority']
1785,content_2beb015efc3b,0.4740569249152192,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1786,content_ced89f55ca12,0.47401961584096036,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1787,content_8bccdf8eab1a,0.4738345139801866,High,refresh_review,['model_high_priority']
1788,content_a351be29f266,0.4737992356897441,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1789,content_c2b6d4935838,0.4737801311989617,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1790,content_362b4a231f6a,0.4735912189640846,High,refresh_review,['model_high_priority']
1791,content_eb394c77c762,0.47358834132164807,High,refresh_review,['model_high_priority']
1792,content_47d1c96b333f,0.47344412703503347,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1793,content_6363a3126c33,0.4734342088967129,High,refresh_review,['model_high_priority']
1794,content_f3464a853034,0.4734150543112088,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1795,content_cdd4dfeea367,0.47331228802162734,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1796,content_c18c914ed20c,0.47329373198838076,High,refresh_review,['model_high_priority']
1797,content_79523354f68c,0.4732487108333609,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1798,content_f74702d8986f,0.47319827408878895,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1799,content_5723e05acdc6,0.4731021500805786,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1800,content_179caec11499,0.4730789777055071,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1801,content_e1aacafc8b8c,0.4729321382509724,High,refresh_review,['model_high_priority']
1802,content_78226cac83fd,0.472747249061198,High,refresh_review,['model_high_priority']
1803,content_35aeed8caca0,0.4727468780705268,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1804,content_b3064bf4f105,0.47269459722831497,High,refresh_review,['model_high_priority']
1805,content_192b55a4ffa6,0.47267077288966364,High,refresh_review,['model_high_priority']
1806,content_72d7cb87d6e0,0.4726626043369756,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1807,content_77d69642e2cb,0.4725890966164427,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1808,content_ed65b2e130c6,0.4725847231306719,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1809,content_85d021f0a213,0.47255708619580494,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1810,content_9179ef0f9ba0,0.4725188452055994,High,refresh_review,['model_high_priority']
1811,content_fbad54d7a5dc,0.4724970197290409,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1812,content_c50a1209df88,0.4724438573156231,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1813,content_25d914894523,0.4723637567781135,High,refresh_review,['model_high_priority']
1814,content_27ed481de5d1,0.47226928871614937,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1815,content_ab5c69d8b3b1,0.4722440184112751,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1816,content_c0ae32ed1997,0.47218739572914437,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1817,content_b9b869d9cb84,0.47212926586392845,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1818,content_9b3d7bfa7e2f,0.47211604155847,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1819,content_d6ce4e17f464,0.4719920465051221,High,refresh_review,['model_high_priority']
1820,content_202424f97d35,0.47198439434404077,High,refresh_review,['model_high_priority']
1821,content_d55b83aff7c7,0.4719049715614209,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1822,content_0444b03c0142,0.4718874318226907,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1823,content_2f51ca262e66,0.4717778822762859,High,refresh_review,['model_high_priority']
1824,content_0e6db7c58cd2,0.4715611169915322,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1825,content_3348fef1a464,0.4715563928433096,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1826,content_1cafff54ead7,0.471551910575708,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1827,content_3ef6208d0f0e,0.4714772313555695,High,refresh_review,['model_high_priority']
1828,content_e556e69a70e1,0.47145737974530905,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1829,content_9983d31c53cb,0.4714167811413844,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1830,content_054b2d512690,0.47139130692100956,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1831,content_ddb8962b4353,0.4713228180530448,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1832,content_ee405fb5af9b,0.47131974820094646,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1833,content_1e14ade1f5c3,0.4713125792678927,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1834,content_bdedfb3df168,0.4712440270514193,High,refresh_review,['model_high_priority']
1835,content_1c19b0d3f7d0,0.47116898445967487,High,refresh_review,['model_high_priority']
1836,content_c9b099f3ff17,0.47105607360440793,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1837,content_0e3323cce5c4,0.4710099523566343,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1838,content_961ada8ff7ee,0.47095186012229456,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1839,content_66bbdc2e2fca,0.4709204731356912,High,refresh_review,['model_high_priority']
1840,content_216e491cf375,0.47089342264307776,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1841,content_3def2ad70050,0.4708103260374125,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1842,content_5054bb46ebd8,0.4707559212284867,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1843,content_3fbab2102eb5,0.47067691995311817,High,refresh_review,['model_high_priority']
1844,content_50e211c8623a,0.4706656683753647,High,refresh_review,['model_high_priority']
1845,content_d3a29df5b1e4,0.470650104767185,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1846,content_d03a54ef72a8,0.4705573593336592,High,refresh_review,['model_high_priority']
1847,content_c60de3a2cf16,0.4705138938026657,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1848,content_ebb156249110,0.4703458404802121,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1849,content_aec843213e41,0.4703431525985594,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1850,content_f4e4a8ee9d37,0.4703308345934755,High,refresh_review,['model_high_priority']
1851,content_c447b66461f8,0.4703285731447777,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1852,content_a3c2440cef67,0.4701919556169225,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1853,content_13af59e1555a,0.4701106253579811,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1854,content_32b5cefc57a7,0.4700921489980045,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1855,content_0b356863929f,0.4699663843203114,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1856,content_0628102f4044,0.469958038141799,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1857,content_efc38750921d,0.46995468069511515,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1858,content_93fda401256d,0.46988166343374793,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1859,content_07d95a8976de,0.4698358840128369,High,refresh_review,['model_high_priority']
1860,content_8047b55b63bd,0.46975987105435724,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1861,content_304f48230142,0.4697384877191842,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1862,content_bd9e508a940e,0.46969126865578537,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1863,content_58f93a020d56,0.46944046253333294,High,refresh_review,['model_high_priority']
1864,content_2f367b4cf4d1,0.4694326249135919,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1865,content_e614e9244364,0.46939621040325286,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1866,content_06b02c9b01a1,0.46921139100199144,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1867,content_50099eee4104,0.4690814004004114,High,refresh_review,['model_high_priority']
1868,content_7cc7180fe735,0.4690493991715313,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1869,content_95ed71e365b1,0.4689218638215968,High,refresh_review,['model_high_priority']
1870,content_f3209c4105b5,0.4688925364356085,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1871,content_32a5eb93b4bc,0.46883975070614686,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1872,content_258f1280e3fe,0.46874971674330823,High,refresh_review,['model_high_priority']
1873,content_b855d7e44f8e,0.4687339961049879,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1874,content_e29a758c8e12,0.4686678723238729,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1875,content_f9a8592bbb17,0.4685894745727408,High,refresh_review,['model_high_priority']
1876,content_17e8b736fca7,0.468461394831489,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1877,content_1c5b4e73b153,0.46844628997759713,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1878,content_db67d66d6b52,0.46838009917239076,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1879,content_8f71790b7333,0.46825506434419933,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1880,content_156ec98bccba,0.4682173168680857,High,refresh_review,['model_high_priority']
1881,content_e098e0dd0032,0.4681928707464858,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1882,content_8fa3cd5f7191,0.4681431501379861,High,refresh_review,['model_high_priority']
1883,content_e80f8635bb00,0.4681011645128107,High,refresh_review,['model_high_priority']
1884,content_8066a5202ee5,0.46809982969040087,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1885,content_0a161787bb28,0.4679654523716048,High,refresh_review,['model_high_priority']
1886,content_83ba21be7f59,0.46786066737206083,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1887,content_70bd0282ed65,0.46770954326299735,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1888,content_5cb13cf504a2,0.4677000975063394,High,refresh_review,['model_high_priority']
1889,content_46045de7025a,0.4675352210392875,High,refresh_review,['model_high_priority']
1890,content_8a754b38aec3,0.46752283300298186,High,refresh_review,['model_high_priority']
1891,content_4b125df758ad,0.4674993221191,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1892,content_5a431bfcc14f,0.4674224518900945,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1893,content_ffd6816424b1,0.46740320298693794,High,refresh_review,['model_high_priority']
1894,content_271062e724db,0.46737523028771716,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
